adapter	dump_status	compile_status	snapshot_count	adapter_sha256	suffix_tool_sha256	before_cvpipelining_files
triton.language.ceil.ttadapter	complete	fail:1	1	5475de588c49a84fbc487848735dc316e590cd99f377fd0f4ce28d82c20efe2f	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.ceil.ttadapter/before_cvpipelining_func_func_ceil_kernel_32.mlir
triton.language.clamp.ttadapter	complete	fail:1	1	5eabc9328c1fcfda0220ac5b5814eee70095cfb4ab91832989226ebaa970157a	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.clamp.ttadapter/before_cvpipelining_func_func_tt_clamp_2d_32.mlir
triton.language.cos.ttadapter	complete	fail:1	1	e81bb104572a7632817ac71f2dfc41a296d8c364ba9ba1feb7d79e1f7d07e42a	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.cos.ttadapter/before_cvpipelining_func_func_cos_kernel_32.mlir
triton.language.cumprod.ttadapter	complete	fail:1	1	2056524a11026acda9520e67dad0493df10a879a651c19a7d45d0431eef7facc	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.cumprod.ttadapter/before_cvpipelining_func_func_cumprod_2d_kernel_32.mlir
triton.language.cumsum.ttadapter	complete	fail:1	1	8ecb2fbe439cf2c5a1a4c27ed7dfadd71c3c92ced792690a148ad89bd81c9bdb	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.cumsum.ttadapter/before_cvpipelining_func_func_cumsum_2d_kernel_32.mlir
triton.language.debug_barrier.ttadapter	complete	fail:1	1	108f7aee83caf577bb12412da72af2984c201b824215ee8dcac81762e85f728e	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.debug_barrier.ttadapter/before_cvpipelining_func_func_debug_barrier_kernel_32.mlir
triton.language.device_assert.ttadapter	complete	fail:1	1	014058298b6978ee13514fd0f55b7672690e2de159261b9d9e87304ec460a77f	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.device_assert.ttadapter/before_cvpipelining_func_func_device_assert_kernel_32.mlir
triton.language.device_print.ttadapter	complete	fail:1	1	d806f58b58f718d52adb05d092f0df8303913cdaff944fa1814db1f41438a68d	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.device_print.ttadapter/before_cvpipelining_func_func_device_print_kernel_32.mlir
triton.language.div_rn.ttadapter	complete	fail:1	1	745343b20e45146f1882d9a21ea21d66e4b24e0cb84c59bdf96246bf7a1dddc1	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.div_rn.ttadapter/before_cvpipelining_func_func_div_rn_kernel_32.mlir
triton.language.dot.ttadapter	complete	fail:1	1	68510818c1dfc289a6447ba0a35ecb3ff110ce407d39472c4268965d2e2dbff5	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.dot.ttadapter/before_cvpipelining_func_func_matmul_kernel_32.mlir
triton.language.dot_scaled.ttadapter	complete	fail:1	1	8736d3bf5822f41a849a99a8fb764685180581d39d0d2551c7e969ea49727957	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.dot_scaled.ttadapter/before_cvpipelining_func_func_dot_scale_kernel_32.mlir
triton.language.eq.ttadapter	complete	fail:1	1	cc598ebff832643627814f4c32cfd4e608cdc8bcfad2fa6e901b7a628407ad70	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.eq.ttadapter/before_cvpipelining_func_func_triton_eq_32.mlir
triton.language.erf.ttadapter	complete	fail:1	1	e5a1c37bfc939c9e06a1bfd06e9e230f585beff1454cf0df9ead3c6a51f2d1f4	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.erf.ttadapter/before_cvpipelining_func_func_erf_kernel_32.mlir
triton.language.exp.ttadapter	complete	fail:1	1	3d7b845e4cd981a64850e2243bcfb8a1d775977c5c5d7d357f1d4a63934120c3	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.exp.ttadapter/before_cvpipelining_func_func_exp_kernel_32.mlir
triton.language.exp2.ttadapter	complete	fail:1	1	06412207bd741b5249a90a08a58b51a0f6f5a81956ca017937d44b03dd31c572	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.exp2.ttadapter/before_cvpipelining_func_func_exp2_kernel_32.mlir
triton.language.expand_dims.ttadapter	complete	fail:1	1	7adc2697995c4b32c1b80d098a0dca0a445000d21b6b4900a221c7a5c0563b52	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.expand_dims.ttadapter/before_cvpipelining_func_func_expand_dims_kernel_32.mlir
triton.language.extra.cann.extension.extract_slice.ttadapter	complete	fail:1	1	2a24bf9c73badd3ec54d4c323d4ec36b6dff0d9bf24fb89720687dc1d28482dc	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.extra.cann.extension.extract_slice.ttadapter/before_cvpipelining_func_func_triton_kernel_32.mlir
triton.language.extra.cann.extension.gather_out_to_ub.ttadapter	failed	fail:1	0	a2b6c268c93c2cc08f9380ef0d77fe97a0a6ea7e87f11e8c060ac8c4f59ec9dc	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	
triton.language.extra.cann.extension.get_element.ttadapter	complete	fail:1	1	2e6e3e3fbafbcaf4948bb60f13e1d5b40527b12c0f15f469a7e35fa2f0c136fd	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.extra.cann.extension.get_element.ttadapter/before_cvpipelining_func_func_get_element_test_kernel_32.mlir
triton.language.extra.cann.extension.index_put.ttadapter	failed	fail:1	0	301ecdc25b2e81a0172220762b19f3841f4b1b3c46330b78ba5ba03d88d3e549	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	
triton.language.extra.cann.extension.insert_slice.ttadapter	complete	fail:1	1	86cebdd3edca87e32c3a05c71b69fc8f0aa493801c3b8ce03b423f1633318a42	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.extra.cann.extension.insert_slice.ttadapter/before_cvpipelining_func_func_triton_kernel_32.mlir
triton.language.extra.cann.extension.parallel.ttadapter	complete	fail:1	1	dc45f8b53dfd444603f6759510fcf8b28126d27115a5621f0a379a3192d1236a	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.extra.cann.extension.parallel.ttadapter/before_cvpipelining_func_func_parallel_kernel_32.mlir
triton.language.extra.cann.extension.scatter_ub_to_out.ttadapter	failed	fail:1	0	c34c24c3afe352f596ea1e7cb50121a89d259d5da28021943179c6ec095a83d3	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	
triton.language.extra.cann.extension.sort.ttadapter	complete	fail:1	1	f92c8d026b5abf14b1ad8cdf374698938f89140d9068bc8cbeedc571fd8144f9	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.extra.cann.extension.sort.ttadapter/before_cvpipelining_func_func_sort_kernel_2d_32.mlir
triton.language.extra.cann.extension.sync_block_all.ttadapter	complete	fail:1	1	18e5f0ceb7c5ff6c820f28dd44dab18432eaf1c2100ef2fb70f97affe6a256e8	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.extra.cann.extension.sync_block_all.ttadapter/before_cvpipelining_func_func_test_sync_block_all_32.mlir
triton.language.fdiv.ttadapter	complete	fail:1	1	62276f26cb9072231b99907f255155ae477536e4a3da3cd1ae59ba952542463b	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.fdiv.ttadapter/before_cvpipelining_func_func_fdiv_kernel_32.mlir
triton.language.flip.ttadapter	complete	fail:1	1	1fbe5480235d676b8573f77be9358e48cc985501bbd58dbc3ef0d7421c77621f	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.flip.ttadapter/before_cvpipelining_func_func_flip_kernel_32.mlir
triton.language.floor.ttadapter	complete	fail:1	1	09347e1d506c9788196c8264f0cff2893d02631c13f19827bc365b11c84e06fb	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.floor.ttadapter/before_cvpipelining_func_func_floor_kernel_32.mlir
triton.language.fma.ttadapter	complete	fail:1	1	9e2d48caff5dcdb34774cabd611a35e4e48e38397e0ac34e3d31b34a0820821d	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.fma.ttadapter/before_cvpipelining_func_func_fn_npu__32.mlir
triton.language.full.ttadapter	complete	fail:1	1	fbedfc54aab605bc710daa3e308a37075af26b563b31ab2676b8e97fa46236d8	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.full.ttadapter/before_cvpipelining_func_func_full_2d_kernel_32.mlir
triton.language.gather.ttadapter	complete	fail:1	1	9cff07af61e5be96a206e7d80ad25996f7408c282b59f1b71873dfa7a05b70c5	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.gather.ttadapter/before_cvpipelining_func_func_kernel_32.mlir
triton.language.ge.ttadapter	complete	fail:1	1	5b1b26c6d09b372ca3f33c4d91895965cd779b8fa9cd9eb306565201448a163d	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.ge.ttadapter/before_cvpipelining_func_func_triton_ge_3d_32.mlir
triton.language.gt.ttadapter	complete	fail:1	1	8c451c6ae1639e2b85591c52b4720f41e12e4c06a6eb0ef7c24c6037a266bb84	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.gt.ttadapter/before_cvpipelining_func_func_triton_gt_3d_32.mlir
triton.language.histogram.ttadapter	complete	fail:1	1	5137b2f8588ae809dcccc029e7cf01e441756a9bcec3060b85b21ee48faffa2d	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.histogram.ttadapter/before_cvpipelining_func_func_histogram_kernel_32.mlir
triton.language.index_select_simd.ttadapter	complete	fail:1	1	3228adae889c9e7a3f5ce43979b898c8fc9c6797707edd6dfac2f549bfb1f493	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.index_select_simd.ttadapter/before_cvpipelining_func_func_embedding_kernel_32.mlir
triton.language.inline_asm_elementwise.ttadapter	complete	fail:1	1	bee95c7fb020ea243d4f6dbaef70cb2d5bf749adf457666243a6cf262738eb41	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.inline_asm_elementwise.ttadapter/before_cvpipelining_func_func_inline_asm_add_kernel_32.mlir
triton.language.interleave.ttadapter	complete	fail:1	1	e9b428ec2df27cd7a3aa298911ddffa9e4b2435b031479b974475876608c5339	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.interleave.ttadapter/before_cvpipelining_func_func_interleave_2d_kernel_32.mlir
triton.language.invert.ttadapter	complete	fail:1	1	4784185a026459e4636ccbf2d1ee72babf61aa00f1158816043baae02232e984	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.invert.ttadapter/before_cvpipelining_func_func_triton_neg_32.mlir
triton.language.join.ttadapter	complete	fail:1	1	37dbe2678747707e02b5ce086c0d8307d0ba29af7a34d12c7902e5b9069f62c5	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.join.ttadapter/before_cvpipelining_func_func_join_2d_kernel_32.mlir
triton.language.le.ttadapter	complete	fail:1	1	01a7e5aacf1ab351a88bad005028c418b2ac5528084d7d859b9ec61034b063a3	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.le.ttadapter/before_cvpipelining_func_func_triton_le_3d_32.mlir
triton.language.load.ttadapter	complete	fail:1	1	658d4bb21d8b3ee0e7aa8ddeffa5b64502dcac9fc1988336d0e9d166de08dba4	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.load.ttadapter/before_cvpipelining_func_func_kernel_32.mlir
triton.language.load_tensor_descriptor.ttadapter	complete	fail:1	1	40c37f12d3adc1f8b617f6ecd73c19c652dfe86f255e5951178318a34fb484ff	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.load_tensor_descriptor.ttadapter/before_cvpipelining_func_func_inplace_abs_32.mlir
triton.language.log.ttadapter	complete	fail:1	1	2313fe14d13ebeea59b2fcb3ff30ee1bad3d2acba29568a240902a9f804bd339	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.log.ttadapter/before_cvpipelining_func_func_log_kernel_32.mlir
triton.language.log2.ttadapter	complete	fail:1	1	7a040fe0fdb4963014b9b821c86b1de8691a7ce601fec6a0953294638cb39676	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.log2.ttadapter/before_cvpipelining_func_func_log2_kernel_32.mlir
triton.language.logical_and.ttadapter	complete	fail:1	1	29b5771229ce346949d899a1c218a9ee2aa88859bf7a3e941ccce36b869ec7d4	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.logical_and.ttadapter/before_cvpipelining_func_func_triton_logical_and_3d_32.mlir
triton.language.logical_or.ttadapter	complete	fail:1	1	b860e35126765ef46f1392bd6f53e706b1decc80405fde92e804ef5cefabd0ad	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.logical_or.ttadapter/before_cvpipelining_func_func_triton_logical_or_3d_32.mlir
triton.language.lshift.ttadapter	complete	fail:1	1	2b43cf7b724aa160489160207621cccef95096bf7b614f62cf61671757e06b59	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.lshift.ttadapter/before_cvpipelining_func_func_triton_elementwise_unary_32.mlir
triton.language.lt.ttadapter	complete	fail:1	1	433adcd682bda33c749c52e4eddb17e03bb72c90ac91300bfac5865a328bc919	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.lt.ttadapter/before_cvpipelining_func_func_triton_lt_3d_32.mlir
triton.language.make_block_ptr.ttadapter	complete	fail:1	1	241cb6ad0f5a84117f4eb11a5ea8625509b701194274f2bfb4a7a2f32e3fa490	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.make_block_ptr.ttadapter/before_cvpipelining_func_func_kernel_32.mlir
triton.language.make_tensor_descriptor.ttadapter	complete	fail:1	1	73d66afc84c446894bdc7f3724fad5c6c7cee9e11052d8e81763eb5435ee7f02	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.make_tensor_descriptor.ttadapter/before_cvpipelining_func_func_inplace_abs_32.mlir
triton.language.max.ttadapter	complete	fail:1	1	1629d443088a2afcae23dcc280faadd827188b7632f4464a476df2a6c6ff7f4d	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.max.ttadapter/before_cvpipelining_func_func_triton_max_2d_32.mlir
triton.language.max_constancy.ttadapter	complete	fail:1	1	3b3e33c5bc79f3743f55d437a72bad9001ce5fb99728343a487f3883b301ac48	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.max_constancy.ttadapter/before_cvpipelining_func_func_max_constancy_kernel_32.mlir
triton.language.max_contiguous.ttadapter	complete	fail:1	1	90998b8888f8d921e03259700e202167ea9bc7651f1a00d61bb32a1fe2692acf	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.max_contiguous.ttadapter/before_cvpipelining_func_func_max_contiguous_kernel_32.mlir
triton.language.min.ttadapter	complete	fail:1	1	aeafd018163290f4ea965af44c4cb3af6d9d1a287948f3d1c2ae5264f71cf645	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.min.ttadapter/before_cvpipelining_func_func_triton_min_2d_32.mlir
triton.language.multiple_of.ttadapter	complete	fail:1	1	be236e172c0af50c56222f6b9802e9db534173359e8b32a10b274bbe87263ad5	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.multiple_of.ttadapter/before_cvpipelining_func_func_multiple_of_kernel_32.mlir
triton.language.ne.ttadapter	complete	fail:1	1	a4be825a21ed789dcc9b60870db9df07a8deaba6c3914540dce939542255fdde	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.ne.ttadapter/before_cvpipelining_func_func_triton_ne_32.mlir
triton.language.neg.ttadapter	complete	fail:1	1	1aef9a8b9ce428810b5ce2fee9af6455750bc5f84ee4b8f44b1cb3da572250d5	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.neg.ttadapter/before_cvpipelining_func_func_triton_neg_32.mlir
triton.language.not.ttadapter	complete	fail:1	1	63efa6064adeab0adebb13c5db4eb457a4958c6d00cb85239e5532b77631c1f4	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.not.ttadapter/before_cvpipelining_func_func_triton_not_32.mlir
triton.language.or.ttadapter	complete	fail:1	1	0e8b8e48f8d57aaf3120b190a6ba9ad63192f1f6442aeb6cc510fe0aad412dfb	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.or.ttadapter/before_cvpipelining_func_func_fn_npu__32.mlir
triton.language.permute.ttadapter	complete	fail:1	1	919a3f91c01483f123695b89e8f141789ab13a8952cbe001b2d983bfbe515898	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.permute.ttadapter/before_cvpipelining_func_func_permute_3d_kernel_32.mlir
triton.language.rand.ttadapter	complete	fail:1	1	10d5829432b2a96279c693fd57b0461e7935be6c129189ddf6ef64580bd25e2b	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.rand.ttadapter/before_cvpipelining_func_func_kernel_rand_32.mlir
triton.language.randint.ttadapter	complete	fail:1	1	af7e1f2800d6d436633baaf03c56674f8c3c296a08374b6587273a5070122ca3	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.randint.ttadapter/before_cvpipelining_func_func_kernel_randint_32.mlir
triton.language.randn.ttadapter	complete	fail:1	1	8df5349a11cacfb33b349eee59d34ecaa6dfe38c2bb3685bdfa8b880fdfdde24	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.randn.ttadapter/before_cvpipelining_func_func_kernel_randn_32.mlir
triton.language.range.ttadapter	complete	fail:1	1	1194f80db5fbfec75b3e85ad073c77c7db208cf04a34af7189686d5d71669443	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.range.ttadapter/before_cvpipelining_func_func_range_kernel_32.mlir
triton.language.ravel.ttadapter	complete	fail:1	1	192d8ac543dcec3f5a565a551d392ab7fdcf9e26d220d61598c504188fafbcd0	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.ravel.ttadapter/before_cvpipelining_func_func_flatten_kernel_32.mlir
triton.language.reduce.ttadapter	complete	fail:1	1	b98fd9995b209d064134ad940d0e33ef48531adac227a56014cd1537aebacd76	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.reduce.ttadapter/before_cvpipelining_func_func_tt_reduce_2d_32.mlir
triton.language.reshape.ttadapter	complete	fail:1	1	df177607c2a49de1da0b8cc14fdedc92c3f25b5f39cded7565a15538ae02c1fa	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.reshape.ttadapter/before_cvpipelining_func_func_reshape_kernel_32.mlir
triton.language.rshift.ttadapter	complete	fail:1	1	e57eed3a739076a2541d0589aa27b482bd141d1569a44ea7d7576031f6cc8993	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.rshift.ttadapter/before_cvpipelining_func_func_triton_elementwise_unary_32.mlir
triton.language.rsqrt.ttadapter	complete	fail:1	1	545b173f340ec23bd7f63d553ffbb2910296a37cf0586c7ae24c239e653e83d1	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.rsqrt.ttadapter/before_cvpipelining_func_func_triton_rsqrt_32.mlir
triton.language.sigmoid.ttadapter	complete	fail:1	1	6b662722f4a5f1c7be1ba646c0ce16251edb22fbb5b0c95429a1aed324d9f24f	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.sigmoid.ttadapter/before_cvpipelining_func_func_triton_sigmoid_32.mlir
triton.language.sin.ttadapter	complete	fail:1	1	3175d6bed789a717a31588d4cb5606cd53c8ba2d184e3f860e62ddfc5af02d2b	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.sin.ttadapter/before_cvpipelining_func_func_triton_sin_32.mlir
triton.language.softmax.ttadapter	complete	fail:1	1	a6301b02e325ac3155be4eef808ecde7040be4b806bc9557114fae4112e80ff5	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.softmax.ttadapter/before_cvpipelining_func_func_triton_softmax_2d_32.mlir
triton.language.sort.ttadapter	complete	fail:1	1	b1eef265e5ebb808836e3e97b7cd974f8258a91ddd4fdb11b03fe4445b8d03cb	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.sort.ttadapter/before_cvpipelining_func_func_sort_kernel_1d_32.mlir
triton.language.split.ttadapter	complete	fail:1	1	506740151766efeedbbf8ad330d79b6d2993a9b20828b10d6bc13ce8ca787bc8	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.split.ttadapter/before_cvpipelining_func_func_split_kernel_32.mlir
triton.language.sqrt.ttadapter	complete	fail:1	1	a3a68edc5b9aa3f132d933e77f154a9121d6e3b32d6070f0db210d72a7719e9f	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.sqrt.ttadapter/before_cvpipelining_func_func_triton_sqrt_32.mlir
triton.language.sqrt_rn.ttadapter	complete	fail:1	1	3baf7439e56ca052b8b0b0f9928c675224780c2e84a921f72ef48affb62321bd	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.sqrt_rn.ttadapter/before_cvpipelining_func_func_triton_sqrt_rn_32.mlir
triton.language.static_assert.ttadapter	complete	fail:1	1	9ed8dc6fc1ffcff2ec02794dbc5fe972930050a16c7fdeadb739fb5a90de394c	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.static_assert.ttadapter/before_cvpipelining_func_func_static_assert_kernel_32.mlir
triton.language.static_print.ttadapter	complete	fail:1	1	cb8e843615225973d1490064ae75bd6ade68244589cd102b9e15bcf6fe67c69f	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.static_print.ttadapter/before_cvpipelining_func_func_static_print_kernel_32.mlir
triton.language.static_range.ttadapter	complete	fail:1	1	936ce42e40572c7fcfc545719c1ab2e74bbe8e1e964de5edfdc7ae23dbc67a3f	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.static_range.ttadapter/before_cvpipelining_func_func_static_range_kernel_32.mlir
triton.language.store.ttadapter	complete	fail:1	1	78d63aa758ff5c8743fd44f6ce916a7cf787473fb798068bc3324907502cad6a	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.store.ttadapter/before_cvpipelining_func_func_kernel_32.mlir
triton.language.store_tensor_descriptor.ttadapter	complete	fail:1	1	5a0eba258a1d145cf84fbd9934c4ee539c36a186f49771bfe52e32f7a5c21d6d	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.store_tensor_descriptor.ttadapter/before_cvpipelining_func_func_inplace_abs_32.mlir
triton.language.sum.ttadapter	complete	fail:1	1	89b445830e5b720229275ad199e6d5bd9ab846c0e8e68aa9e62b54de631831a4	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.sum.ttadapter/before_cvpipelining_func_func_tt_sum_2d_32.mlir
triton.language.swizzle2d.ttadapter	complete	fail:1	1	9bb5ea4a68de9a2005f15f5b413d22654169bc975191472ad253f20fb4d56da6	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.swizzle2d.ttadapter/before_cvpipelining_func_func_fn_npu__32.mlir
triton.language.topk.ttadapter	complete	fail:1	1	83cd223825841cc876638fe96a7b068439dc209bfdc9a744da9ca0f68b3bee23	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.topk.ttadapter/before_cvpipelining_func_func_topk_kernel_2d_32.mlir
triton.language.trans.ttadapter	complete	fail:1	1	733a81cd73f454fdeb1743ad8e6c8fafe21932fab458390c448859f1716292d3	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.trans.ttadapter/before_cvpipelining_func_func_trans_kernel_32.mlir
